County,incident_acres_burned,incident_longitude,incident_latitude,incident_type,Date
butte,85.0,-121.42105,39.48058,Wildfire,2024-09-12
el dorado,12.0,-120.840433,38.545436,Wildfire,2024-09-14
sonoma,53.0,-122.485218,38.145843,Wildfire,2024-09-15
fresno,15.0,-119.189459,36.682583,Wildfire,2024-09-15
santa barbara,20.0,-120.35679,34.59556,Wildfire,2024-09-16
tehama,58.0,-122.307297,39.93192,Wildfire,2024-09-17
fresno,35.0,-120.259824,36.15407,Wildfire,2024-09-19
sonoma,11.0,-122.656105,38.187148,Wildfire,2024-09-23
tehama,14.0,-122.284309,40.201159,Wildfire,2024-09-26
sacramento,42.0,-121.054386,38.427179,Wildfire,2024-09-27
san benito,17.0,-121.147092,36.493781,Wildfire,2024-09-27
riverside,38.0,-116.099893,33.540008,Wildfire,2024-09-27
kern,35.0,-118.84398,35.374332,Wildfire,2024-09-27
los angeles,13.0,-118.1176558,34.5352699,Wildfire,2024-09-28
santa barbara,17.0,-120.274,34.50334,Wildfire,2024-09-29
san luis obispo,633.0,-120.005229,35.351479,Wildfire,2024-09-30
amador,4.0,-120.49265,38.4546979,Wildfire,2024-09-30
los angeles,25.0,-118.616267,34.497433,Wildfire,2024-10-02
tuolumne,316.0,-119.939391,38.250731,Wildfire,2024-10-02
humboldt,23.0,-123.654313,40.471128,Wildfire,2024-10-02
ventura,367.0,-118.7641,34.46437,Wildfire,2024-10-03
kings,10.0,-120.08283,35.854009,Wildfire,2024-10-03
lake,417.0,-122.718183,39.026764,Wildfire,2024-10-04
kern,50.0,-118.190532,34.957874,Wildfire,2024-10-04
fresno,15.0,-119.5922,36.69212,Wildfire,2024-10-04
fresno,22.0,-119.645931,36.692574,Wildfire,2024-10-04
nevada,28.0,-120.834831,39.227018,Wildfire,2024-10-05
colusa,10.0,-122.153187,39.218344,Wildfire,2024-10-03
lassen,420.0,-120.144717,40.887485,Wildfire,2024-10-06
siskiyou,15.0,-121.652642,41.281183,Wildfire,2024-10-06
yuba,12.0,-121.3681,39.3574,Wildfire,2024-10-06
humboldt,26.0,-123.820482,40.176118,Wildfire,2024-10-06
san diego,413.0,-116.424495,32.723782,Wildfire,2024-10-07
modoc,56.0,-120.94668,41.19492,Wildfire,2024-10-08
monterey,225.0,-121.563092,36.378918,Wildfire,2024-10-08
riverside,110.0,-116.683446,33.555137,Wildfire,2024-10-09
shasta,5124.0,-122.10167,40.923444,Wildfire,2024-10-09
riverside,23.0,-117.441832,33.733233,Wildfire,2024-10-11
riverside,12.0,-117.076404666916,33.8185182621934,Wildfire,2024-10-13
riverside,260.0,-117.0375417,33.9239548,Wildfire,2024-10-13
san luis obispo,16.0,-120.133664,35.318949,Wildfire,2024-10-15
san luis obispo,8.0,-120.435273,35.375211,Wildfire,2024-10-17
san luis obispo,80.0,-120.430379,34.98749,Wildfire,2024-10-17
solano,869.0,-121.8584227,38.3151744,Wildfire,2024-10-18
alameda,15.0,-122.1569455,37.7741494,Wildfire,2024-10-18
riverside,17.0,-117.401904,33.979878,Wildfire,2024-10-18
fresno,13.0,-120.182476,36.03643,Wildfire,2024-10-19
san luis obispo,50.0,-120.758104,35.342748,Wildfire,2024-10-19
glenn,60.0,-121.965973,39.4643049,Wildfire,2024-10-19
kern,1000.0,-118.1033,35.45554,Wildfire,2024-10-19
riverside,15.0,-117.479583,34.017513,Wildfire,2024-10-19
yuba,38.0,-121.48061,39.293028,Wildfire,2024-10-21
fresno,5.0,-120.300799,36.281579,Wildfire,2024-10-24
riverside,40.0,-116.87992,33.443458,Wildfire,2024-10-24
santa barbara,64.0,-120.259123,34.62078,Wildfire,2024-10-24
fresno,15.0,-120.164271,36.048799,Wildfire,2024-10-26
san bernardino,16.0,-117.467864,34.35491,Wildfire,2024-10-26
tulare,524.0,-118.858046,36.229517,Wildfire,2024-10-28
tehama,40.0,-121.972909,40.24402,Wildfire,2024-10-30
san diego,10.0,-117.01352,32.69011,Wildfire,2024-10-31
san diego,37.0,-117.09495,32.77126,Wildfire,2024-10-31
tehama,47.0,-122.132235,39.925884,Wildfire,2024-11-03
riverside,25.0,-116.90239,33.886528,Wildfire,2024-11-04
ventura,19904.0,-118.9689,34.3189,Wildfire,2024-11-06
los angeles,50.0,-118.704833,34.033917,Wildfire,2024-11-06
trinity,44.0,-123.420067,40.342148,Wildfire,2024-11-05
shasta,11.0,-122.426405,40.432155,Wildfire,2024-11-06
tulare,40.0,-119.011663,36.393723,Wildfire,2024-11-06
inyo,4537.0,-118.139117,36.496333,Wildfire,2024-10-30
los angeles,94.0,-118.749654,34.615371,Wildfire,2024-11-07
santa barbara,125.0,-120.501728,34.691118,Wildfire,2024-11-07
san diego,48.0,-117.18097,33.33393,Wildfire,2024-11-08
san diego,25.0,-116.64017,33.286514,Wildfire,2024-11-08
inyo,8.0,-118.007,37.0211,Wildfire,2024-11-11
kings,11.0,-119.966199,35.96313,Wildfire,2024-11-12
lassen,20.0,-120.446162,40.361854,Wildfire,2024-11-13
merced,13.0,-120.781992,36.862905,Wildfire,2024-11-14
fresno,10.0,-120.485099,36.531149,Wildfire,2024-11-16
monterey,23.0,-120.654725,35.956529,Wildfire,2024-11-17
calaveras,50.0,-120.730521,38.205892,Wildfire,2024-11-20
san diego,11.0,-116.93722,32.72754,Wildfire,2024-11-20
riverside,46.0,-114.513662,33.963907,Wildfire,2024-11-20
san joaquin,73.0,-120.944749,38.00025,Wildfire,2024-11-21
amador,24.0,-120.986172,38.379304,Wildfire,2024-11-21
monterey,57.0,-121.141238,36.203824,Wildfire,2024-11-21
madera,34.0,-119.926528,37.051003,Wildfire,2024-11-22
san diego,98.0,-116.9079487,32.5891998,Wildfire,2024-11-23
riverside,254.0,-117.481178,34.034077,Wildfire,2024-11-28
san bernardino,254.0,-117.481178,34.034077,Wildfire,2024-11-28
fresno,74.0,-120.419992,36.443544,Wildfire,2024-12-02
alameda,,-125.0,40.37,Earthquake,2024-12-05
humboldt,,-125.0,40.37,Earthquake,2024-12-05
los angeles,4037.0,-118.69642,34.06343,Wildfire,2024-12-09
san bernardino,10.0,-117.3543,34.6492,Wildfire,2024-12-10
kern,30.0,-119.61551,35.27248,Wildfire,2024-12-14
riverside,25.0,-117.440844,34.002023,Wildfire,2024-12-17
kern,419.0,-119.477,34.9868,Wildfire,2024-12-21
san luis obispo,419.0,-119.477,34.9868,Wildfire,2024-12-21
